ID,Age,Overall,Potential,Value,Wage,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,Release.Clause,Preferred.Foot,Work.Rate,Position,International.Reputation
178509,31,82,82,€20M,€140K,6'4,203lbs,82,82,82,75,79,79,79,75,77,77,77,74,74,74,74,74,58,62,62,62,58,55,59,59,59,55,64,83,90,79,82,70,70,65,58,83,43,50,57,83,54,85,84,62,88,74,76,42,83,76,83,78,37,37,20,€37M,Left,MediumMedium,ST,3
173521,31,82,82,€15M,€73K,6'2,170lbs,61,61,61,59,60,60,60,59,61,61,61,62,67,67,67,62,76,79,79,79,76,78,84,84,84,78,49,43,83,76,34,54,39,37,67,67,67,69,58,78,56,65,91,78,77,42,82,82,30,48,45,72,85,84,80,€25.5M,Left,MediumMedium,CB,3
171897,31,82,82,€19M,€35K,5'7,148lbs,73,73,73,79,79,79,79,79,81,81,81,81,83,83,83,81,80,81,81,81,80,78,74,74,74,78,73,60,55,85,69,80,78,81,83,84,74,73,81,82,88,74,74,84,57,72,72,73,70,83,70,76,75,75,73,€39.9M,Left,MediumMedium,CM,3
170481,31,82,82,€15M,€44K,6'2,198lbs,66,66,66,62,63,63,63,62,64,64,64,63,71,71,71,63,72,79,79,79,72,73,82,82,82,73,62,58,80,69,49,60,55,74,72,73,34,36,54,76,34,80,76,62,88,64,77,83,42,63,69,78,82,83,81,€31.5M,Right,MediumMedium,RCB,3
168530,32,82,82,€12.5M,€17K,6'4,192lbs,57,57,57,53,55,55,55,53,55,55,55,56,61,61,61,56,71,75,75,75,71,73,83,83,83,73,46,38,85,68,27,52,30,35,53,60,50,63,35,77,34,58,77,68,89,37,83,82,30,49,57,71,85,84,78,€25M,Right,MediumHigh,LCB,2
165229,32,82,82,€12.5M,€115K,6'1,165lbs,60,60,60,61,61,61,61,61,63,63,63,63,68,68,68,63,74,78,78,78,74,77,83,83,83,77,52,32,80,76,35,62,22,49,69,66,64,66,65,76,61,54,78,62,75,47,86,84,41,56,51,75,80,84,83,€23.8M,Right,MediumHigh,CB,3
158963,32,82,82,€12.5M,€98K,5'10,139lbs,69,69,69,75,74,74,74,75,78,78,78,77,81,81,81,77,80,83,83,83,80,79,78,78,78,79,74,50,54,86,78,80,71,76,82,84,65,65,76,80,78,77,62,75,65,75,83,82,50,80,72,80,80,78,74,€21.3M,Right,MediumHigh,CDM,3
146530,35,82,82,€4.8M,€62K,5'8,150lbs,77,77,77,82,81,81,81,82,82,82,82,82,82,82,82,82,82,81,81,81,82,82,78,78,78,82,85,61,72,81,68,84,80,74,79,86,77,79,84,77,87,86,80,74,55,78,78,79,74,78,70,80,72,79,82,€8.9M,Right,HighLow,RB,4
113422,36,82,82,€8M,€12K,5'9,152lbs,82,82,82,82,83,83,83,82,82,82,82,80,75,75,75,80,61,59,59,59,61,58,52,52,52,58,71,86,67,76,79,83,83,80,67,85,72,67,71,83,73,81,67,70,66,79,67,29,86,75,88,83,30,28,38,€12M,Right,HighLow,ST,3
106231,37,82,82,€8M,€29K,6'0,172lbs,84,84,84,77,81,81,81,77,78,78,78,75,72,72,72,75,61,62,62,62,61,60,64,64,64,60,54,83,92,72,80,76,61,54,52,82,64,66,50,85,55,82,90,60,82,78,82,23,87,73,82,87,58,44,49,€16.8M,Right,HighMedium,ST,3
231677,20,81,89,€27M,€110K,6'1,154lbs,81,81,81,82,82,82,82,82,80,80,80,81,74,74,74,81,65,61,61,61,65,62,55,55,55,62,75,78,71,75,72,83,77,78,65,80,90,93,88,79,77,87,68,79,71,77,70,42,81,74,74,73,32,40,33,€55.4M,Right,HighMedium,LW,2
230271,30,81,81,€17M,€40K,5'7,139lbs,74,74,74,81,80,80,80,81,82,82,82,81,75,75,75,81,59,55,55,55,59,53,40,40,40,53,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23,€32.3M,Left,MediumMedium,CAM,1
229906,20,81,89,€26.5M,€54K,5'10,174lbs,78,78,78,83,82,82,82,83,81,81,81,82,73,73,73,82,61,56,56,56,61,57,48,48,48,57,77,75,57,75,75,86,77,73,66,82,94,90,86,80,84,79,86,76,59,77,58,21,80,77,71,75,45,27,18,€50.4M,Left,HighMedium,LM,1
229237,22,81,87,€21M,€49K,6'2,187lbs,62,62,62,65,64,64,64,65,67,67,67,68,72,72,72,68,77,80,80,80,77,78,82,82,82,78,51,36,75,78,40,67,42,27,76,75,72,86,69,81,66,58,78,76,84,45,75,79,33,66,40,76,82,84,80,€39.9M,Right,MediumHigh,LCB,2
228702,21,81,89,€26M,€19K,5'11,154lbs,71,71,71,78,77,77,77,78,81,81,81,80,82,82,82,80,79,80,80,80,79,77,74,74,74,77,75,52,64,87,64,86,74,61,82,88,74,76,84,83,78,68,76,74,69,55,62,78,63,85,45,86,69,73,70,€41.6M,Right,MediumMedium,LDM,1
227928,24,81,86,€20M,€125K,5'10,148lbs,71,71,71,76,75,75,75,76,74,74,74,78,75,75,75,78,82,77,77,77,82,81,76,76,76,81,74,50,58,73,42,80,61,30,65,78,91,92,88,82,83,74,80,91,62,60,77,80,72,62,38,75,75,78,79,€42.5M,Right,MediumHigh,RB,2
226456,22,81,86,€24M,€36K,5'10,148lbs,75,75,75,80,80,80,80,80,82,82,82,80,82,82,82,80,77,78,78,78,77,75,72,72,72,75,74,77,50,84,70,81,63,60,80,81,71,66,79,76,76,75,59,77,67,80,69,74,77,86,46,71,72,74,73,€52.2M,Right,HighHigh,CAM,1
226271,22,81,89,€26M,€64K,6'2,154lbs,78,78,78,80,80,80,80,80,81,81,81,79,82,82,82,79,77,78,78,78,77,76,74,74,74,76,72,79,67,80,65,81,74,59,80,83,69,67,73,79,66,75,46,73,69,82,66,77,80,82,67,77,70,78,75,€49.4M,Left,MediumMedium,LM,1
225508,24,81,87,€21M,€105K,6'1,170lbs,60,60,60,60,60,60,60,60,61,61,61,62,65,65,65,62,74,75,75,75,74,76,82,82,82,76,51,33,79,70,42,60,46,43,56,65,68,79,65,74,62,55,85,72,85,48,87,81,47,54,46,70,80,82,83,€43.1M,Right,MediumHigh,CB,2
222509,21,81,88,€25M,€120K,5'10,154lbs,72,72,72,80,79,79,79,80,82,82,82,80,82,82,82,80,77,78,78,78,77,75,70,70,70,75,74,68,41,83,62,85,73,63,80,85,73,67,82,80,79,64,52,75,62,71,76,76,76,83,55,80,62,75,74,€56.3M,Right,MediumMedium,LCM,1
221992,22,81,86,€24M,€22K,5'9,154lbs,79,79,79,83,82,82,82,83,81,81,81,82,75,75,75,82,67,62,62,62,67,63,55,55,55,63,75,77,60,74,75,84,72,65,67,80,94,93,91,77,76,76,75,80,59,76,64,45,77,75,64,77,45,35,29,€35.4M,Right,HighMedium,LS,3
216475,30,81,81,€17M,€33K,5'11,154lbs,78,78,78,83,81,81,81,83,81,81,81,82,77,77,77,82,72,68,68,68,72,69,62,62,62,69,79,80,54,75,64,87,82,72,68,83,88,88,78,75,80,76,62,82,60,80,58,59,77,75,76,83,63,54,45,€35.7M,Right,HighMedium,LS,1
216451,26,81,82,€20.5M,€73K,5'7,161lbs,74,74,74,79,79,79,79,79,81,81,81,79,82,82,82,79,76,78,78,78,76,74,72,72,72,74,72,69,60,86,47,78,81,81,84,84,75,70,82,75,88,78,69,75,63,76,73,74,73,83,67,83,69,73,65,€40.5M,Right,MediumMedium,LDM,2
216409,24,81,84,€22.5M,€57K,5'7,148lbs,75,75,75,82,80,80,80,82,81,81,81,81,75,75,75,81,66,62,62,62,66,61,50,50,50,61,79,74,40,78,73,84,77,75,74,83,85,84,90,79,82,78,50,79,45,82,63,38,77,75,70,79,63,29,29,,Left,HighMedium,RM,2
216352,25,81,84,€18.5M,€64K,5'11,150lbs,75,75,75,78,78,78,78,78,80,80,80,79,82,82,82,79,79,81,81,81,79,78,76,76,76,78,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,84,66,81,79,81,69,80,69,78,75,77,75,€32.8M,Right,MediumMedium,LDM,2
216201,24,81,87,€24.5M,€31K,6'1,174lbs,81,81,81,82,82,82,82,82,81,81,81,81,73,73,73,81,64,61,61,61,64,61,57,57,57,61,78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,75,64,71,52,38,31,€56.4M,Right,HighHigh,LW,2
214997,23,81,87,€24.5M,€54K,5'7,150lbs,81,81,81,84,84,84,84,84,83,83,83,82,77,77,77,82,69,65,65,65,69,67,60,60,60,67,74,82,67,73,79,87,82,65,65,87,87,82,87,82,83,80,50,74,63,83,41,48,82,78,55,74,58,53,44,€55.1M,Right,MediumLow,RM,1
213661,22,81,88,€21.5M,€91K,6'2,179lbs,57,57,57,61,60,60,60,61,64,64,64,65,70,70,70,65,75,79,79,79,75,77,81,81,81,77,49,36,80,77,25,68,32,22,72,74,66,70,61,80,61,31,72,69,73,20,73,82,32,62,36,77,80,86,84,€44.1M,Right,LowMedium,LCB,2
212814,25,81,84,€22.5M,€71K,5'10,161lbs,75,75,75,80,79,79,79,80,81,81,81,80,81,81,81,80,76,76,76,76,76,73,69,69,69,73,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62,€39.9M,Right,MediumMedium,CAM,3
210864,24,81,86,€20M,€58K,6'0,154lbs,67,67,67,72,70,70,70,72,71,71,71,75,73,73,73,75,81,79,79,79,81,81,78,78,78,81,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80,€35.5M,Right,MediumMedium,RB,2
210406,24,81,88,€24.5M,€64K,5'11,165lbs,76,76,76,82,81,81,81,82,83,83,83,82,82,82,82,82,79,77,77,77,79,77,70,70,70,77,77,65,52,82,70,84,80,65,79,85,82,84,79,76,76,76,54,72,54,80,56,75,77,82,51,75,69,72,71,€46.6M,Right,MediumMedium,RCM,3
210243,24,81,85,€19M,€64K,5'9,154lbs,74,74,74,81,79,79,79,81,80,80,80,82,81,81,81,82,83,81,81,81,83,82,77,77,77,82,81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,75,75,60,81,76,80,75,€37.5M,Right,HighHigh,RB,3
210035,22,81,87,€20.5M,€14K,5'7,152lbs,74,74,74,79,77,77,77,79,78,78,78,80,79,79,79,80,83,79,79,79,83,82,77,77,77,82,83,50,65,79,58,83,85,82,78,82,85,83,85,79,86,78,64,83,63,72,68,80,75,60,51,77,73,78,79,€45.1M,Left,HighMedium,LB,3
209889,24,81,86,€24M,€54K,5'7,157lbs,77,77,77,83,82,82,82,83,83,83,83,83,82,82,82,83,81,79,79,79,81,79,72,72,72,79,85,75,52,84,78,83,84,82,75,84,82,68,88,83,86,79,63,72,49,82,69,84,77,79,44,75,67,70,77,€42.6M,Left,MediumMedium,LM,3
208135,25,81,85,€19.5M,€60K,6'0,168lbs,76,76,76,76,77,77,77,76,77,77,77,77,80,80,80,77,80,82,82,82,80,79,80,80,80,79,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,54,74,79,83,75,€38.5M,Right,HighMedium,RDM,2
207877,25,81,84,€22.5M,€14K,5'7,152lbs,81,81,81,77,79,79,79,77,75,75,75,75,66,66,66,75,54,50,50,50,54,51,46,46,46,51,53,84,77,68,73,75,68,57,55,78,89,92,91,79,90,79,86,72,73,65,66,20,84,58,70,75,20,20,15,€35.4M,Right,HighMedium,LS,1
207664,31,81,81,€16M,€45K,5'11,170lbs,82,82,82,78,81,81,81,78,77,77,77,77,69,69,69,77,56,55,55,55,56,53,50,50,50,53,60,84,75,68,78,80,69,58,55,80,73,75,73,80,77,80,74,66,74,60,58,34,90,68,80,78,40,16,14,€33.6M,Right,MediumLow,LS,3
206467,25,81,83,€22M,€40K,5'11,174lbs,81,81,81,81,81,81,81,81,80,80,80,80,75,75,75,80,64,61,61,61,64,60,55,55,55,60,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,€39.1M,Right,HighMedium,LW,2
205923,25,81,84,€18.5M,€87K,6'0,168lbs,71,71,71,75,74,74,74,75,75,75,75,78,77,77,77,78,82,80,80,80,82,81,79,79,79,81,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,75,54,74,78,83,82,€35.6M,Left,HighHigh,LB,2
205362,25,81,84,€18.5M,€36K,6'2,183lbs,54,54,54,55,54,54,54,55,57,57,57,58,64,64,64,58,72,76,76,76,72,76,81,81,81,76,46,30,78,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,55,52,80,83,83,87,€32.8M,Left,LowHigh,LCB,2
205175,24,81,88,€25.5M,€71K,6'1,172lbs,82,82,82,76,78,78,78,76,75,75,75,74,69,69,69,74,58,58,58,58,58,57,55,55,55,57,58,88,78,63,76,74,71,74,62,78,69,74,68,75,63,85,62,73,78,82,67,36,81,60,79,72,35,34,32,€48.5M,Left,MediumMedium,CF,3
204923,24,81,84,€22.5M,€54K,5'10,170lbs,80,80,80,81,82,82,82,81,81,81,81,80,78,78,78,80,71,70,70,70,71,69,65,65,65,69,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,€39.9M,Right,HighHigh,LM,2
204884,23,81,86,€20M,€105K,6'1,187lbs,70,70,70,76,75,75,75,76,76,76,76,78,78,78,78,78,82,80,80,80,82,82,79,79,79,82,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,76,50,79,78,79,81,€38.5M,Left,HighLow,LB,2
204024,27,81,82,€17M,€35K,6'3,168lbs,64,64,64,68,69,69,69,68,72,72,72,72,77,77,77,72,78,81,81,81,78,77,77,77,77,77,61,45,58,80,49,71,54,51,72,81,52,52,66,85,54,53,51,93,69,40,78,81,70,73,47,78,80,80,76,€30.2M,Right,HighHigh,CDM,2
203890,26,81,84,€18M,€57K,5'11,168lbs,69,69,69,73,72,72,72,73,72,72,72,76,75,75,75,76,81,79,79,79,81,81,79,79,79,81,82,44,73,77,53,74,70,57,70,79,82,79,67,77,72,75,85,90,73,58,75,79,65,68,52,67,77,81,77,,Right,HighMedium,RB,2
203486,25,81,83,€21.5M,€40K,5'9,152lbs,75,75,75,82,81,81,81,82,82,82,82,82,77,77,77,82,66,63,63,63,66,61,51,51,51,61,77,69,38,81,80,85,83,79,72,83,86,77,91,81,83,78,63,77,62,77,57,41,81,80,83,76,30,47,35,€38.2M,Right,MediumMedium,RW,2
202857,28,81,81,€18M,€76K,6'0,179lbs,79,79,79,84,83,83,83,84,82,82,82,82,74,74,74,82,65,60,60,60,65,61,51,51,51,61,76,72,48,78,72,87,70,58,58,83,90,91,86,81,78,85,75,73,68,77,59,38,76,76,57,77,31,30,33,€30.6M,Right,HighHigh,RM,3
202685,27,81,82,€21M,€48K,6'1,185lbs,81,81,81,76,79,79,79,76,76,76,76,74,69,69,69,74,63,62,62,62,63,62,64,64,64,62,52,80,79,71,81,77,71,56,45,79,79,79,76,78,69,85,89,76,88,72,87,40,83,66,79,72,54,42,50,,Left,HighHigh,RS,2
201454,27,81,82,€16.5M,€68K,6'0,176lbs,72,72,72,76,75,75,75,76,75,75,75,78,78,78,78,78,82,79,79,79,82,81,78,78,78,81,85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88,68,69,74,76,69,69,76,75,79,81,80,€29.3M,Left,HighMedium,LB,2
200647,30,81,81,€17M,€41K,6'3,174lbs,81,81,81,82,83,83,83,82,83,83,83,81,79,79,79,81,65,65,65,65,65,60,55,55,55,60,78,78,58,82,80,83,77,84,74,87,67,70,70,80,56,87,33,64,74,87,58,46,80,82,78,80,53,32,26,€28.9M,Left,MediumMedium,CAM,3
200610,25,81,83,€22M,€76K,5'10,187lbs,81,81,81,81,82,82,82,81,81,81,81,81,78,78,78,81,66,65,65,65,66,63,58,58,58,63,78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,81,72,80,22,50,33,€39.1M,Left,HighHigh,ST,2
200454,24,81,85,€23.5M,€59K,5'9,159lbs,82,82,82,79,81,81,81,79,78,78,78,76,69,69,69,76,58,55,55,55,58,55,51,51,51,55,53,85,77,76,84,78,78,63,51,81,82,80,83,84,84,80,75,65,64,68,59,26,86,65,71,82,50,21,26,€41.7M,Right,HighMedium,ST,2
199715,28,81,81,€18M,€65K,6'1,174lbs,79,79,79,81,81,81,81,81,81,81,81,82,76,76,76,82,63,62,62,62,63,59,54,54,54,59,78,77,65,79,75,84,76,62,80,83,78,77,74,80,63,77,70,80,81,73,61,25,80,78,74,70,68,21,23,€36.9M,Right,HighHigh,LM,2
199503,25,81,84,€22M,€115K,6'1,181lbs,71,71,71,72,74,74,74,72,77,77,77,74,82,82,82,74,74,80,80,80,74,73,74,74,74,73,71,49,62,85,50,70,73,77,85,80,47,49,49,77,61,88,32,80,75,80,92,71,77,81,63,74,68,72,68,€43.5M,Left,MediumMedium,LDM,3
199434,29,81,81,€17.5M,€26K,5'11,168lbs,76,76,76,82,80,80,80,82,82,82,82,82,78,78,78,82,63,62,62,62,63,59,52,52,52,59,83,74,63,81,73,85,83,76,77,86,69,68,82,78,80,69,64,69,62,65,56,31,75,85,71,82,46,34,26,€24.5M,Left,MediumLow,LAM,3
199042,29,81,81,€17M,€76K,5'7,154lbs,73,73,73,78,77,77,77,78,79,79,79,79,81,81,81,79,78,79,79,79,78,76,72,72,72,76,78,64,53,84,68,75,75,76,83,82,76,65,80,76,85,80,61,87,63,75,80,74,75,81,76,76,74,71,72,€28.9M,Right,MediumMedium,LDM,2
196889,25,81,81,€19.5M,€77K,5'7,134lbs,75,75,75,83,81,81,81,83,83,83,83,83,78,78,78,83,71,65,65,65,71,67,55,55,55,67,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60,€33.2M,Left,HighMedium,RW,2
195086,28,81,82,€16M,€115K,6'2,185lbs,56,56,56,56,56,56,56,56,58,58,58,60,64,64,64,60,73,76,76,76,73,74,81,81,81,74,59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,56,52,70,77,83,85,€31.6M,Right,MediumHigh,RCB,2
193532,30,81,81,€13M,€56K,5'7,143lbs,64,64,64,66,67,67,67,66,70,70,70,69,76,76,76,69,78,83,83,83,78,79,83,83,83,79,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,84,83,59,89,84,58,72,58,78,80,84,79,€24.7M,Right,MediumHigh,RCB,3
193348,26,81,81,€19M,€130K,5'7,159lbs,78,78,78,83,82,82,82,83,83,83,83,83,80,80,80,83,70,69,69,69,70,66,58,58,58,66,78,71,45,81,76,86,88,84,80,84,84,77,84,80,91,87,52,75,73,84,61,55,74,81,65,82,35,49,48,€36.1M,Left,MediumMedium,CAM,3
193165,25,81,83,€21.5M,€18K,5'8,137lbs,78,78,78,84,83,83,83,84,83,83,83,83,77,77,77,83,67,63,63,63,67,64,54,54,54,64,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,67,45,45,80,77,68,85,52,40,31,€44.6M,Right,MediumLow,RM,3
192641,26,81,82,€17.5M,€42K,6'4,187lbs,69,69,69,68,69,69,69,68,70,70,70,70,74,74,74,70,77,80,80,80,77,78,81,81,81,78,60,50,79,79,51,67,50,62,83,71,66,82,59,78,47,78,54,74,85,57,81,82,55,67,53,78,82,80,78,€31.1M,Right,HighMedium,CB,2
191740,28,81,81,€17.5M,€140K,6'0,154lbs,76,76,76,79,79,79,79,79,81,81,81,81,83,83,83,81,82,84,84,84,82,81,79,79,79,81,74,71,58,83,65,77,80,65,79,82,75,68,79,82,78,75,61,87,67,69,86,86,78,78,79,84,78,80,77,€32.4M,Right,HighHigh,CM,3
190972,27,81,81,€18.5M,€19K,5'8,170lbs,81,81,81,83,83,83,83,83,82,82,82,83,78,78,78,83,74,70,70,70,74,72,66,66,66,72,78,77,73,75,72,85,79,64,72,84,89,87,83,80,76,80,87,85,63,76,69,60,83,76,75,81,49,60,56,€37M,Right,HighMedium,RW,2
190813,25,81,82,€21M,€77K,5'10,159lbs,77,77,77,82,81,81,81,82,80,80,80,80,72,72,72,80,64,59,59,59,64,60,52,52,52,60,74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,73,67,72,59,30,25,€37.3M,Right,HighMedium,LM,3
189881,28,81,82,€16M,€130K,6'4,179lbs,62,62,62,60,60,60,60,60,60,60,60,62,64,64,64,62,73,75,75,75,73,75,82,82,82,75,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80,€30.8M,Right,MediumHigh,RCB,3
189362,31,81,81,€15.5M,€25K,5'11,187lbs,84,84,84,82,84,84,84,82,82,82,82,82,78,78,78,82,68,68,68,68,68,64,62,62,62,64,76,81,69,78,73,82,78,81,72,79,81,80,69,82,59,94,69,86,92,90,83,48,82,75,78,75,50,41,28,€34.1M,Left,HighMedium,RCM,4
189358,29,81,81,€17.5M,€65K,5'9,150lbs,73,73,73,80,79,79,79,80,82,82,82,81,80,80,80,81,71,69,69,69,71,67,57,57,57,67,65,76,48,83,76,86,74,63,72,83,74,60,87,81,88,54,65,82,39,55,30,59,80,80,80,83,56,53,49,€29.8M,Right,HighMedium,CAM,3
188988,25,81,85,€23M,€90K,5'6,130lbs,74,74,74,81,80,80,80,81,81,81,81,81,76,76,76,81,61,57,57,57,61,56,45,45,45,56,74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,73,39,76,48,27,73,79,73,77,27,36,25,€45.4M,Right,MediumMedium,CAM,2
187491,28,81,81,€18.5M,€1K,6'2,176lbs,81,81,81,79,81,81,81,79,80,80,80,78,72,72,72,78,58,57,57,57,58,55,50,50,50,55,56,84,70,77,79,77,78,69,62,78,88,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24,€38.9M,Right,HighMedium,ST,1
187072,29,81,81,€18M,€43K,5'11,176lbs,80,80,80,81,82,82,82,81,82,82,82,81,80,80,80,81,72,72,72,72,72,70,67,67,67,70,76,79,64,85,86,78,79,69,69,83,74,67,70,84,78,81,73,78,69,83,74,60,84,83,80,83,59,61,50,€30.6M,Right,MediumMedium,CF,2
185239,28,81,82,€16M,€59K,6'1,183lbs,61,61,61,62,62,62,62,62,64,64,64,65,69,69,69,65,76,78,78,78,76,78,82,82,82,78,49,28,80,75,47,63,44,33,70,71,71,83,64,81,61,62,80,67,78,29,70,78,35,59,43,78,82,83,83,€28.4M,Right,MediumMedium,CB,3
183900,29,81,81,€17.5M,€84K,5'10,154lbs,76,76,76,83,82,82,82,83,84,84,84,83,78,78,78,83,66,63,63,63,66,61,53,53,53,61,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,84,90,81,58,31,22,€29.8M,Right,MediumMedium,LW,3
179784,30,81,81,€13M,€1K,6'2,170lbs,63,63,63,61,62,62,62,61,63,63,63,63,67,67,67,63,73,77,77,77,73,75,82,82,82,75,58,51,83,72,45,59,38,52,64,65,52,52,60,81,61,57,78,61,78,31,78,81,51,57,56,84,82,83,81,€27.3M,Right,MediumMedium,RCB,3
179645,29,81,81,€14M,€23K,6'2,185lbs,64,64,64,58,60,60,60,58,60,60,60,61,66,66,66,61,74,78,78,78,74,76,81,81,81,76,54,55,82,73,37,46,52,69,69,71,56,65,40,73,58,78,70,76,80,41,75,79,31,49,61,69,83,82,78,€29.4M,Right,LowHigh,RCB,3
177458,29,81,81,€14M,€69K,6'1,176lbs,63,63,63,61,63,63,63,61,64,64,64,63,70,70,70,63,75,79,79,79,75,77,82,82,82,77,43,39,75,74,54,58,33,30,69,60,65,72,63,78,61,73,73,83,77,62,82,82,49,65,34,81,83,86,88,€23.8M,Right,MediumHigh,LCB,2
177326,33,81,81,€11M,€86K,5'6,139lbs,75,75,75,82,81,81,81,82,82,82,82,82,76,76,76,82,64,60,60,60,64,60,47,47,47,60,82,74,48,82,76,83,82,77,77,82,81,79,86,77,92,75,60,73,37,79,52,34,76,77,68,64,38,26,34,€20.9M,Right,HighMedium,LM,3
175379,31,81,81,€15.5M,€32K,6'0,161lbs,75,75,75,81,80,80,80,81,82,82,82,81,79,79,79,81,66,66,66,66,66,61,53,53,53,61,91,76,36,83,68,84,87,85,85,85,63,63,68,76,73,84,39,65,63,80,55,43,79,82,71,71,50,46,36,€32.6M,Right,MediumLow,RM,2
173909,31,81,81,€15M,€65K,6'1,190lbs,81,81,81,80,81,81,81,80,81,81,81,80,81,81,81,80,76,78,78,78,76,76,77,77,77,76,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,78,67,82,59,78,74,€25.5M,Right,HighMedium,CM,3
173771,33,81,81,€7M,€57K,6'0,174lbs,76,76,76,77,76,76,76,77,76,76,76,78,77,77,77,78,82,81,81,81,82,82,82,82,82,82,82,65,74,76,64,72,80,47,69,76,74,83,66,81,66,78,77,77,78,69,83,83,73,71,65,82,81,82,79,€11.9M,Right,MediumMedium,RB,3
173221,31,81,81,€15.5M,€74K,5'11,154lbs,79,79,79,82,81,81,81,82,81,81,81,82,80,80,80,82,76,74,74,74,76,73,67,67,67,73,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,77,83,73,61,63,53,€26.4M,Right,MediumMedium,RM,3
172522,29,81,81,€17M,€46K,5'11,163lbs,78,78,78,80,80,80,80,80,80,80,80,81,81,81,81,81,79,78,78,78,79,78,73,73,73,78,78,74,67,82,71,80,83,85,79,81,74,76,79,80,63,86,59,90,70,77,62,75,73,81,64,73,70,74,69,€35.7M,Right,HighMedium,RB,2
170368,26,81,82,€21M,€105K,6'0,176lbs,79,79,79,82,82,82,82,82,82,82,82,82,79,79,79,82,68,68,68,68,68,65,61,61,61,65,78,74,69,83,77,86,83,80,73,84,76,74,75,78,74,81,63,78,68,82,84,45,79,83,75,78,48,51,42,€40.4M,Left,HighHigh,RM,2
169595,27,81,81,€14.5M,€92K,5'9,168lbs,72,72,72,77,76,76,76,77,76,76,76,78,77,77,77,78,82,80,80,80,82,82,81,81,81,82,82,57,62,76,64,80,64,57,66,77,79,78,69,82,76,68,75,78,72,67,87,81,68,73,57,75,77,83,84,€26.8M,Left,MediumHigh,LB,3
169416,29,81,81,€17.5M,€15K,5'10,170lbs,81,81,81,83,83,83,83,83,83,83,83,82,76,76,76,82,62,59,59,59,62,57,49,49,49,57,79,81,70,81,82,83,81,71,66,83,78,80,81,78,81,74,68,74,67,80,57,37,81,81,72,80,31,22,14,€26.3M,Left,HighLow,RW,3
169195,30,81,81,€16.5M,€28K,6'1,190lbs,75,75,75,78,78,78,78,78,80,80,80,79,81,81,81,79,76,78,78,78,76,74,72,72,72,74,75,65,57,81,77,82,80,75,81,81,66,67,66,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64,€36.3M,Right,MediumMedium,LCM,2
